chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	LINC01409	804775	804840	0	66	30465	6771	30465	6705	0.0	4.543624161073826
chr1	LINC01409	807216	807323	0	108	30465	6771	30465	6663	0.0	4.572264745610085
chr1	LINC01409	803566	803667	330	102	30465	6771	30135	6669	3.235294117647059	4.518668466036887
chr1	LINC01409	783110	783363	4669	254	30465	6771	25796	6517	18.381889763779526	3.9582630044499
chr1	LINC01409	792881	793041	315	161	30465	6771	30150	6610	1.9565217391304348	4.561270801815431
chr1	LINC01128	852670	852766	573	97	50545	13620	49972	13523	5.907216494845361	3.695333875619315
chr1	LINC01128	829002	829104	0	103	50545	13620	50545	13517	0.0	3.739365243767108
chr1	LINC01128	841199	844498	8854	3300	50545	13620	41691	10320	2.683030303030303	4.039825581395349
chr1	LINC01128	849483	849602	210	120	50545	13620	50335	13500	1.75	3.7285185185185186
chr1	LINC01128	847653	847806	184	154	50545	13620	50361	13466	1.1948051948051948	3.739863359572256
chr1	LINC01128	850180	850351	26	172	50545	13620	50519	13448	0.1511627906976744	3.7566180844735277
chr1	LINC01128	841199	841373	388	175	50545	13620	50157	13445	2.217142857142857	3.730531796206768
chr1	LINC01128	850177	850351	26	175	50545	13620	50519	13445	0.14857142857142858	3.7574563034585347
chr1	SAMD11	931038	931089	0	52	10829	4083	10829	4031	0.0	2.686430166211858
chr1	SAMD11	939274	939460	663	187	10829	4083	10166	3896	3.5454545454545454	2.609342915811088
chr1	SAMD11	941143	941306	51	164	10829	4083	10778	3919	0.31097560975609756	2.750191375350855
chr1	SAMD11	939274	939412	608	139	10829	4083	10221	3944	4.374100719424461	2.5915314401622718
chr1	SAMD11	941143	941230	29	88	10829	4083	10800	3995	0.32954545454545453	2.7033792240300376
chr1	SAMD11	939271	939460	663	190	10829	4083	10166	3893	3.4894736842105263	2.611353711790393
chr1	PLEKHN1	973185	973326	0	142	2663	3466	2663	3324	0.0	0.8011432009626955
chr1	AGRN	1051031	1051043	0	13	110573	9349	110573	9336	0.0	11.843723221936589
chr1	AL390719.1	1061019	1061117	0	99	51	2217	51	2118	0.0	0.024079320113314446
chr1	TTLL10	1196385	1196488	833	104	13160	4015	12327	3911	8.009615384615385	3.15187931475326
chr1	SCNN1D	1285570	1285664	0	95	22405	3430	22405	3335	0.0	6.718140929535233
chr1	PUSL1	1308914	1308972	0	59	358628	1468	358628	1409	0.0	254.5266146202981
chr1	CPTP	1326835	1327032	75242	198	467261	2559	392019	2361	380.010101010101	166.03939008894537
chr1	ATAD3C	1454344	1454500	6704	157	181545	3768	174841	3611	42.70063694267516	48.41899750761562
chr1	ATAD3B	1487862	1487914	586	53	374583	6839	373997	6786	11.056603773584905	55.11302681992337
chr1	ATAD3A	1520547	1520617	0	71	78615	3362	78615	3291	0.0	23.887876025524157
chr1	ATAD3A	1519491	1519571	36	81	78615	3362	78579	3281	0.4444444444444444	23.94971045412984
chr1	ATAD3A	1527160	1527238	0	79	78615	3362	78615	3283	0.0	23.946085897045386
chr1	MIB2	1624990	1625185	1712	196	73128	7887	71416	7691	8.73469387755102	9.285658561955533
chr1	MIB2	1625557	1625653	1075	97	73128	7887	72053	7790	11.082474226804123	9.249422336328626
chr1	MIB2	1626649	1626754	45	106	73128	7887	73083	7781	0.42452830188679247	9.392494537977123
chr1	MIB2	1629384	1629566	0	183	73128	7887	73128	7704	0.0	9.49221183800623
chr1	MIB2	1625545	1625653	1341	109	73128	7887	71787	7778	12.302752293577981	9.229493443044484
chr1	MIB2	1626366	1626754	45	389	73128	7887	73083	7498	0.11568123393316196	9.74699919978661
chr1	MMP23B	1632980	1633120	528	141	103840	2013	103312	1872	3.74468085106383	55.18803418803419
chr1	CALML6	1915684	1915735	0	52	0	1239	0	1187	0.0	0.0
chr1	CALML6	1916440	1916615	0	176	0	1239	0	1063	0.0	0.0
chr1	GABRD	2029110	2029266	0	157	102	4393	102	4236	0.0	0.024079320113314446
chr1	GABRD	2023796	2023890	0	95	102	4393	102	4298	0.0	0.023731968357375524
chr1	GABRD	2029110	2029408	0	299	102	4393	102	4094	0.0	0.024914509037616023
chr1	PRKCZ	2056483	2056573	0	91	15823	7604	15823	7513	0.0	2.1060827898309595
chr1	PRKCZ	2146026	2146108	0	83	15823	7604	15823	7521	0.0	2.1038425741257814
chr1	PRKCZ	2098346	2098555	0	210	15823	7604	15823	7394	0.0	2.139978360833108
chr1	PRKCZ	2145337	2145511	0	175	15823	7604	15823	7429	0.0	2.129896352133531
chr1	PRKCZ	2145388	2145511	0	124	15823	7604	15823	7480	0.0	2.115374331550802
chr1	PRKCZ	2181831	2181914	219	84	15823	7604	15604	7520	2.607142857142857	2.075
chr1	AL590822.3	2317610	2317729	705	120	32244	5798	31539	5678	5.875	5.554596688974991
chr1	RER1	2399414	2399514	0	101	0	3838	0	3737	0.0	0.0
chr1	RER1	2395607	2395648	0	42	0	3838	0	3796	0.0	0.0
chr1	PLCH2	2497501	2497609	0	109	2749	6815	2749	6706	0.0	0.409931404712198
chr1	PLCH2	2503616	2503643	0	28	2749	6815	2749	6787	0.0	0.4050390452335347
chr1	PRXL2B	2588549	2588625	0	77	0	3060	0	2983	0.0	0.0
chr1	PRXL2B	2588529	2588625	0	97	0	3060	0	2963	0.0	0.0
chr1	PRDM16	3431965	3432140	32780	176	255347	9787	222567	9611	186.25	23.157527832691706
chr1	TPRG1L	3625712	3625889	0	178	0	2406	0	2228	0.0	0.0
chr1	TP73	3729999	3730148	250	150	125180	6783	124930	6633	1.6666666666666667	18.83461480476406
chr1	TP73	3731462	3731556	4384	95	125180	6783	120796	6688	46.14736842105263	18.0616028708134
chr1	TP73	3730926	3731065	4038	140	125180	6783	121142	6643	28.84285714285714	18.236037934668072
chr1	DFFB	3873013	3873137	0	125	0	3880	0	3755	0.0	0.0
chr1	DFFB	3866283	3866398	0	116	0	3880	0	3764	0.0	0.0
chr1	DFFB	3860419	3860506	0	88	0	3880	0	3792	0.0	0.0
chr1	LINC01777	4423053	4423187	0	135	102	2582	102	2447	0.0	0.04168369431957499
chr1	LINC01777	4423347	4423448	0	102	102	2582	102	2480	0.0	0.04112903225806452
chr1	LINC01777	4422759	4423187	0	429	102	2582	102	2153	0.0	0.04737575476079889
chr1	LINC01777	4422875	4423187	0	313	102	2582	102	2269	0.0	0.04495372410753636
chr1	LINC01646	4572469	4572592	0	124	0	3336	0	3212	0.0	0.0
chr1	LINC01646	4575321	4575450	0	130	0	3336	0	3206	0.0	0.0
chr1	LINC01646	4582276	4582574	0	299	0	3336	0	3037	0.0	0.0
chr1	KCNAB2	6041830	6041872	0	43	24733	13510	24733	13467	0.0	1.8365634513997178
chr1	KCNAB2	6040516	6040645	0	130	24733	13510	24733	13380	0.0	1.8485052316890882
chr1	KCNAB2	6018634	6018835	0	202	24733	13510	24733	13308	0.0	1.8585061617072438
chr1	KCNAB2	6051510	6051754	1275	245	24733	13510	23458	13265	5.204081632653061	1.7684131172257822
chr1	KCNAB2	5995862	5996084	78	223	24733	13510	24655	13287	0.34977578475336324	1.855573116580116
chr1	KCNAB2	6085739	6085793	0	55	24733	13510	24733	13455	0.0	1.8382014121144556
chr1	KCNAB2	6097516	6097555	0	40	24733	13510	24733	13470	0.0	1.8361544172234596
chr1	KCNAB2	6091262	6091307	0	46	24733	13510	24733	13464	0.0	1.836972667855021
chr1	KCNAB2	6073353	6073384	164	32	24733	13510	24569	13478	5.125	1.8228965721917199
chr1	KCNAB2	6027355	6027459	6687	105	24733	13510	18046	13405	63.68571428571428	1.3462140992167102
chr1	KCNAB2	6095938	6096204	0	267	24733	13510	24733	13243	0.0	1.8676281809257722
chr1	ESPN	6448892	6449091	0	200	5713	6800	5713	6600	0.0	0.8656060606060606
chr1	ESPN	6450443	6450470	0	28	5713	6800	5713	6772	0.0	0.8436207914943886
chr1	TAS1R1	6574630	6575392	0	763	1060	2770	1060	2007	0.0	0.5281514698555058
chr1	ZBTB48	6580540	6581299	0	760	236380	3499	236380	2739	0.0	86.30156991602774
chr1	THAP3	6628498	6628691	0	194	51	4079	51	3885	0.0	0.013127413127413128
chr1	THAP3	6629642	6629724	0	83	51	4079	51	3996	0.0	0.012762762762762763
chr1	LINC01672	6727432	6727612	0	181	5244	2191	5244	2010	0.0	2.608955223880597
chr1	CAMTA1	6820180	6820250	0	71	1414	9933	1414	9862	0.0	0.14337862502534982
chr1	CAMTA1	7755637	7755668	0	32	1414	9933	1414	9901	0.0	0.1428138571861428
chr1	CAMTA1	6871756	6871840	0	85	1414	9933	1414	9848	0.0	0.14358245329000813
chr1	CAMTA1	6806982	6807088	0	107	1414	9933	1414	9826	0.0	0.14390392835334825
