chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	CAPN8	182628533	182628597	0	65	0	3792	0	3727	0.0	0.0
chr1	CDK15	59258702	59258704	0	3	1201	1611	1201	1608	0.0	0.7468905472636815
chr1	CAMSAP2	136274874	136274900	0	27	0	7903	0	7876	0.0	0.0
chr1	MCMDC2	9912113	9912154	973	42	66887	4267	65914	4225	23.166666666666668	15.60094674556213
chr1	ALS2CR12	58679994	58679997	0	4	0	1594	0	1590	0.0	0.0
chr1	PRRC2C	162723282	162723287	0	6	11811	11137	11811	11131	0.0	1.0610906477405444
chr1	2810459M11RIK	86048587	86048589	18841	3	1223886	3334	1205045	3331	6280.333333333333	361.766736715701
chr1	PLCD4	74562020	74562053	0	34	85	3287	85	3253	0.0	0.026129726406394098
chr1	PLCD4	74565259	74565286	0	28	85	3287	85	3259	0.0	0.026081620128873887
chr1	TAF1A	183400581	183400601	0	21	0	3108	0	3087	0.0	0.0
chr1	EPHX1	180994046	180994087	0	42	1004	1748	1004	1706	0.0	0.5885111371629543
chr1	SMAP1	23866294	23866297	0	4	49968	3480	49968	3476	0.0	14.375143843498273
chr1	ENAH	181921769	181922500	0	732	51	12646	51	11914	0.0	0.004280678193721672
chr1	ZCCHC2	106027387	106027401	0	15	0	6691	0	6676	0.0	0.0
chr1	DIEXF	193113981	193114002	0	22	86850	5560	86850	5538	0.0	15.682556879739979
chr1	SCLY	91302768	91302771	4	4	3023	3646	3019	3642	1.0	0.828940142778693
chr1	GIN1	97782926	97783192	0	267	308	3413	308	3146	0.0	0.0979020979020979
chr1	DTL	191568405	191568411	0	7	0	9223	0	9216	0.0	0.0
chr1	TSGA10	37841309	37841352	0	44	0	4952	0	4908	0.0	0.0
chr1	SLC30A10	185456313	185456350	0	38	0	5877	0	5839	0.0	0.0
chr1	MAP2	66401443	66401445	0	3	1422	12959	1422	12956	0.0	0.10975609756097561
chr1	TMEM14A	21229407	21229589	0	183	924	1356	924	1173	0.0	0.7877237851662404
chr1	FER1L5	36401315	36401352	8	38	77397	6409	77389	6371	0.21052631578947367	12.147072673049756
chr1	FER1L5	36419978	36420009	0	32	77397	6409	77397	6377	0.0	12.136898228006899
chr1	TMEM183A	134355714	134355716	0	3	0	3177	0	3174	0.0	0.0
chr1	SPATA3	86024326	86024328	0	3	616	1607	616	1604	0.0	0.38403990024937656
chr1	ALS2CR11	59068724	59068727	0	4	0	2144	0	2140	0.0	0.0
chr1	LIN9	180665782	180665807	115	26	1841	6565	1726	6539	4.423076923076923	0.2639547331396238
chr1	LIN9	180668763	180668764	4	2	1841	6565	1837	6563	2.0	0.2799024836202956
chr1	TEX35	157099404	157099406	0	3	140	1031	140	1028	0.0	0.13618677042801555
chr1	NAV1	135468895	135468897	0	3	0	13721	0	13718	0.0	0.0
chr1	SEPT2	93489123	93489126	0	4	0	3347	0	3343	0.0	0.0
chr1	ING5	93811764	93811780	2009	17	211266	4563	209257	4546	118.17647058823529	46.031016278046636
chr1	SPATS2L	57946067	57946069	0	3	0	4060	0	4057	0.0	0.0
chr1	SP110	85585053	85585055	0	3	0	3281	0	3278	0.0	0.0
chr1	CD84	171884584	171884586	0	3	306	6262	306	6259	0.0	0.04888959897747244
chr1	CEP170	176750053	176750160	0	108	40	10060	40	9952	0.0	0.0040192926045016075
chr1	D2HGDH	93826284	93826300	10345	17	153796	5125	143451	5108	608.5294117647059	28.083594361785433
chr1	EDEM3	151805846	151805848	0	3	18044	9892	18044	9889	0.0	1.8246536555769037
chr1	SLCO6D1	98423088	98423216	0	129	13924	3183	13924	3054	0.0	4.559266535690897
chr1	CENPL	161078228	161078327	0	100	20382	4981	20382	4881	0.0	4.175783650891211
chr1	1700003I22RIK	56019797	56019854	0	58	0	484	0	426	0.0	0.0
chr1	INPP4A	37374271	37374273	0	3	405	7664	405	7661	0.0	0.05286516120610886
chr1	FCER1A	173225515	173225557	0	43	0	1031	0	988	0.0	0.0
chr1	POU2F1	165875977	165876048	143	72	223630	3929	223487	3857	1.9861111111111112	57.94322011926368
chr1	STAT1	52147882	52147899	0	18	581	6023	581	6005	0.0	0.09675270607826811
